id,name,carbs,energy,fat,protein,sodium
13017,BARRA DE GRANOLA SUAVE CON CHOCOLATE Y MALVAVISCOS,70.8,427,15.5,6.1,
13018,BARRA DE GRANOLA SUAVE CON PASAS,66.4,448,17.8,7.6,
13019,BARRA DE GRANOLA SUAVE SENCILLA,67.3,443,17.2,7.4,
13020,BARRA DE GRANOLA VARIOS SABORES,66.27,451,17.5,7.17,
13021,BARRA NUTRI GRAIN FRUTOS ROJOS,66.72,403,10.93,9.38,
13022,"BARRAS DE CEREAL RELLENAS (TIPO NUTRI-GRAIN, BRAN FRUIT)",63.71,379.31,10.55,7.02,
13023,"BARRAS DE CEREAL, NO RELLENAS (TIPO MULTIGRANO Y ALL-BRAN, SPECIAL K)",60.08,412.93,16.82,6.61,
13024,CEREAL ADICIONADO CHOCOLATE  (PROMEDIO),82.47,381.71,3.93,5.37,
13025,CEREAL ALTO EN FIBRA PROMEDIO,76.24,307.1,2.62,10.22,
13026,"CEREAL BASICO PROMEDIO (CORN FLAKES, ARROZ INFLADO, AVENA)",74.16,342.36,1.78,7.33,
13027,CEREAL CHEERIOS,73.2,372,6.6,12.4,
13028,CEREAL CHEERIOS MULTIGRANO,82.76,379,3.45,6.9,
13029,CEREAL CON GERMEN DE TRIGO,49.6,382,10.7,29.1,
13030,CEREAL COOKIE CRISP,84.38,375,4.69,6.25,
13031,CEREAL DE CAJA (PROMEDIO),64.48,375.15,8.79,10.29,
13032,CEREAL MULTIINGREDIENTE (PROMEDIO),79.3,384.69,4.55,6.47,
13033,CEREAL QUAKER CRUNCHY BRAN,83.68,331,4.06,6.37,
13034,CEREAL SABORIZADOS (PROMEDIO),84.3,384.5,3.91,4.48,
13035,"CEREAL, ALL BRAN (KELLOGG'S)",74.24,259,4.9,13.14,
13036,"CEREAL, ALL BRAN EXTRA FIBRA (KELLOGG'S)",77,192,3.5,11.3,
13037,"CEREAL, ALL BRAN FLAKES COSECHA FRUTAL (KELLOGG'S)",65,300,1.25,10,
13038,"CEREAL, ALL BRAN FLAKES SABOR CHOCOLATE (KELLOGG'S)",65,380,6,13,
13039,"CEREAL, ALL BRAN FLAKES YOGUFIBRAS CON LACTOBACILOS (KELLOGG'S)",65,350,5,10,
13040,"CEREAL, APLEE OH'S  (QUAKER)",91.48,429.14,2.96,3.7,
13041,"CEREAL, APPLE JACKS",88.2,375,3.4,5.1,
13042,"CEREAL, AVENA EN HOJUELAS PRECOCIDAS",69.06,372.23,9.12,10.59,
13043,"CEREAL, AZUCARADAS (MAIZORO)",84.33,366.67,1,5.33,
13044,"CEREAL, BASIC 4",80,381.81,3.63,7.27,
13045,"CEREAL, BRAN FLAKES (KELLOGG'S)",65,322.5,2.5,10,
13046,"CEREAL, BRAN FLAKES (TODAS MARCAS EXCEPTO KELLOGG'S)",76.66,443.33,9.99,11.6,
13047,"CEREAL, CAPITAN CRUNCH (QUAKER)",85.51,398,5.12,4.39,
13048,"CEREAL, CHEERIOS DE ALMENDRA (NESTLE)",79.69,376,5,8.85,
13049,"CEREAL, CHEERIOS FROSTED",79.8,376,4.69,9,
13050,"CEREAL, CHEERIOS MANZANA CON CANELA (NESTLE)",78.9,380,4.5,5.9,
13051,"CEREAL, CHOCAPIC (NESTLE)",84.5,383,4.69,5.4,
13052,"CEREAL, CHOCO FLAKES (MAIZORO)",85.1,387,3.5,5.1,
13053,"CEREAL, CHOCO KRISPIS  (KELLOGG'S)",83.33,376.66,1.66,1.66,
13054,"CEREAL, CHOCO KRISPIS (KELLOGG'S)",83.33,366.67,1.67,6.67,
13055,"CEREAL, CHOCO KRISPIS MAX (KELLOGG'S)",83.32,376.66,1.66,6.66,
13056,"CEREAL, CHOCORROZ (MAIZORO)",87.9,389,2.7,4.6,
13057,"CEREAL, CHOCOZUCARITAS  (KELLOGG'S)",85.71,371.43,2.86,2.86,
13058,"CEREAL, CHOCOZUCARITAS CON MALVAVISCOS (KELLOGG'S)",86.66,400,3.33,3.33,
13059,"CEREAL, CINI MINIS (NESTLE)",75,410,10,5,
13060,"CEREAL, COCOA PEBBLES",84,390.67,4,4.67,
13061,"CEREAL, CORN FLAKES  (KELLOGG'S)",83.33,360,0,6.66,
13062,"CEREAL, CORN FLAKES (BAJO EN SODIO)",88.8,399,0.3,7.7,
13063,"CEREAL, CORN FLAKES (MAIZORO)",99.66,503.33,2,2.13,
13064,"CEREAL, CORN FLAKES (NESTLE)",83.33,360,0,6.67,
13065,"CEREAL, CORN FLAKES SIN ENRIQUECER (OTRO CEREAL DE CAJA)",83.33,366.66,0.66,6.66,
13066,"CEREAL, CORN POPS (KELLOGG'S)",90,373.33,0,3.33,
13067,"CEREAL, CRIPIX (KELLOGG'S)",87.19,378,0.8,6.59,
13068,"CEREAL, CRUNCHIS (MAIZORO)",76.66,356.66,3.66,4.33,
13069,"CEREAL, CRUSLI (KELLOGG'S)",65,450,17.5,7.5,
13070,"CEREAL, CUADRITOS AVENA (QUAKER)",69.6,368,4.9,11.4,
13071,"CEREAL, EXTRA (KELLOG'S, TODOS SABORES)",81.11,387.77,4.99,6.66,
13072,"CEREAL, EXTRA AVENA SABOR FRESA (KELLOGG'S)",80,400,5,6.66,
13073,"CEREAL, EXTRA SABOR CHOCOLATE (KELLOGG'S)",76.67,410,8.33,6.67,
13074,"CEREAL, FIBRA MAX (NESTLE)",84.3,207,2.29,6.59,
13075,"CEREAL, FIBRA UNO (MAIZORO)",69.2,345,1.3,14.1,
13076,"CEREAL, FITNESS (NESTLE, TODOS SABORES)",72.29,352.22,3.5,8.26,
13077,"CEREAL, FROOT LOOPS (KELLOGG'S)",83.33,390,3.33,6.6,
13078,"CEREAL, FROOT LOOPS POPS (FRUTIBOLITAS) (KELLOGG'S)",83.33,400,3.33,6.67,
13079,"CEREAL, FROSTED MINI WHEATS",83.4,350,1.6,9.2,
13080,"CEREAL, FRUIT PEBBLES POST",85.19,389.89,3.7,3.7,
13081,CEREAL GOLD NESTLE,84,373.3,1.9,5.3,
13082,"CEREAL, GOLDEN GRAHAMS (NESTLE)",85.1,374,3.2,5.3,
13083,"CEREAL, HONEY SMACKS (KELLOGG'S)",88.5,380,2.2,5.7,
13084,"CEREAL, LUCKY CHARMS (NESTLE)",81.9,396.66,4.09,7.9,
13085,"CEREAL, NESQUIK (NESTLE)",78.66,380,5,5,
13086,"CEREAL, NUT & HONEY CRUNCH (KELLOGG'S)",83.87,387.09,3.22,6.45,
13087,"CEREAL, NUTRI FLAKES (QUAKER)",83.33,368.96,1,6.66,
13088,"CEREAL, NUTRIDIA (ARROZ, TRIGO, SEMILLAS), (KELLOGGS)",73.3,363.17,3.33,10,
13089,"CEREAL, RAISIN BRAN (KELLOGG'S)",84.91,358.49,1.89,7.55,
13090,"CEREAL, RAISIN BRAN (TODAS MARCAS EXCEPTO KELLOGG'S)",77.62,342.33,1.74,7.32,
13091,"CEREAL, RICE KRISPIES (KELLOGG'S)",86.66,383.33,1.66,7,
13092,"CEREAL, SPECIAL K (KELLOGG'S)",80,346.66,0,6.66,
13093,"CEREAL, SPECIAL K COSECHA ROJA (KELLOGG'S)",83.33,363.33,0,6.67,
13094,"CEREAL, SPECIAL K GRANOLA BAJA EN GRASA (KELLOGG'S)",74.8,375,5.4,13.1,
13095,"CEREAL, SPECIAL K SABOR CHOCOLATE (KELLOGG'S)",80,400,5,6.66,
13096,"CEREAL, SPECIAL K SABOR FRUTA Y YOGURT (KELLOGG'S)",83.87,387.1,3.23,6.45,
13097,"CEREAL, SPEEDY LOOPS (KELLOGG'S)",79.69,376,5,8.85,
13098,"CEREAL, TRIGO INFLADO AZUCARADO",88.5,380,2.2,5.7,
13099,"CEREAL, TRIX (NESTLE)",86.19,384,3.79,4.9,
13100,"CEREAL, ZUCARITAS  (KELLOGG'S)",90,373.32,0,3.33,
13101,"CEREAL, ZUCARITAS CON FRESA (KELLOGG'S)",83.33,353.33,0.33,3.99,
13102,"CEREAL, ZUCARITAS SABOR CHOCOLATE",86.67,366.67,3.33,3.33,
13103,"CEREAL, ZUCOSOS (NESTLE)",89.2,369,1.68,3.96,
13104,CEREALES AZUCARADOS (PROMEDIO),83.75,379.34,3.06,5.86,
13105,CRUSLI DE KELLOGG'S,65,448.75,17.5,7.5,
13106,GRANOLA,61.52,415.29,15.54,9.89,
13107,"HOJUELAS DE MAIZ CUBIERTAS DE CHOCOLATE (TIPO KRANKYS), INDUSTRIALIZADAS",65.26,469.08,20.48,6.58,
13108,HOJUELAS DE TRIGO,81.6,327,2.5,10.2,
13109,KRAVE CHOCOTELLA,68,450,16,6.9,
14000,BUÑUELOS INDUSTRIALIZADOS (BIMBUÑUELOS),55.75,418.18,23.7,3.03,
14001,"BUNUELOS, PREPARACION ESTANDARIZADA",34.42,433.43,31.87,3.7,
14002,CHEESECAKE,25.5,321,22.5,5.5,
14003,"CHURRO RELLENO (CAJETA, CHOCOLATE, MERMELADA), PREPARACION ESTANDARIZADA",32.54,542.41,45.65,2.51,
14004,CHURROS INDUSTRIALIZADOS,34.22,411.8,30.34,2.12,
14005,"CHURROS, PREPARACION ESTANDARIZADA",23.45,390.54,30.89,5.02,
14006,DONA GLASEADA,50.8,426,22.9,5.2,
14007,DONA GLASEADA O CUBIERTA DE CHOCOLATE,51.33,452,25.25,4.93,
14008,DONA RELLENA DE CREMA,30,361,24.5,6.4,
14009,DONA RELLENA DE MERMELADA,39,340,18.7,5.9,
14010,DONA SENCILLA,47.06,434,24.93,5.31,
14011,"DONAS, INDUSTRIALIZADAS",54.29,397.93,17.34,5.71,
14012,"DONAS, PREPARACION ESTANDARIZADA",32.45,463.56,35.3,5.04,
14013,GALLETA CUBIERTA DE CHOCOLATE,67.87,507,24.2,4.5,
14014,"GALLETA DULCE (TIPO MARIA, ANIMALITO)",76.92,413.81,10.1,7.23,
14015,GALLETA DULCE CUBIERTA DE CHOCOLATE (TIPO MAMUT),64.85,444.48,18.51,4.79,
14016,GALLETA DULCE CUBIERTA DE CHOCOLATE (TIPO TIN LARIN),56.59,469.84,26.27,2.51,
14017,GALLETA DULCE GRASOSA (CON MANTEQUILLA),62.42,503.37,30,6.36,
14018,GALLETA DULCE PARA HELADO (BARQUILLO Y CANASTA),80.13,409.72,2.73,4.76,
14019,"GALLETA DULCE,  CON BOMBON (TIPO ARCOIRIRS)",71.66,398.83,5.33,6.66,
14020,"GALLETA DULCE, BARRITAS (MARINELA)",65.67,447.76,18.4,4.47,
14021,"GALLETA DULCE, CANELITAS (MARINELA)",74,490,18,6,
14022,"GALLETA DULCE, PLATIVOLOS O EMPERADOR (GAMESA)",68.1,466.19,19.05,6.67,
14023,"GALLETA DULCE, POLVORONES (MARINELA)",64.74,503.59,21.58,7.19,
14024,"GALLETA DULCE, SUAVICREMAS",64.14,498.79,24.94,2.38,
14025,"GALLETA DULCE, TRIKI TRAKES (MARINELA)",69.78,493.91,23.26,0,
14026,GALLETA INTEGRAL,55.53,413.34,17.38,8.38,
14027,"GALLETA SALADA GRASOSA (RITZ, CRACKETS, CANAPINAS )",65.06,444.19,20.03,7.6,
14028,GALLETA SALADA RELLENA (CON QUESO O CREMA),63.01,464.83,18.37,9.83,
14029,"GALLETA SALADA, NO GRASOSA (SALADITAS, KRAKER BRAN, PREMIUM, HABANERAS)",64.18,458.97,10.7,8.89,
14030,GALLETA SUAVE DE CHISPAS DE CHOCOLATE CASERA,65.75,444,19.77,3.63,
14031,GALLETA SUAVE DE CHISPAS DE CHOCOLATE INDUSTRIALIZADA,65.38,462,19.23,3.85,
14032,GALLETA SUAVE DE CHISPAS DE CHOCOLATE INDUSTRIALIZADA,65.75,44,19.77,3.63,
14033,GALLETAS DE AVENA CASERAS,66.4,447,17.9,6.8,
14034,GALLETAS DE AVENA CON NUECES Y PASAS,67.3,462,19.2,6.5,
14035,GALLETAS DE AVENA INDUSTRIALIZADAS,68.7,450,18.1,6.2,
14036,GALLETAS DE HIGO,70.9,348,7.3,3.7,
14037,GALLETAS DE MIEL,82.14,429,8.93,10.71,
14038,GALLETAS DE PASAS,68,401,13.6,4.1,
14039,GALLETAS DEDOS DE DAMA,59.7,363,9.1,10.6,
14040,GALLETAS MACARRONES,61.22,460,22.55,3.02,
14041,"HOT CAKE, INDUSTRIALIZADO",42.85,254.28,6.66,5.71,
14042,"HOT CAKE, PREPARACION ESTANDARIZADA",34.78,201.55,5.18,4.72,
14043,"HOT CAKES SOLOS, PREPARACION ESTANDARIZADA",23.46,189.48,7.96,6.23,
14044,"PAN BLANCO (BOLILLO, TELERA)",62.1,293,1.3,8.1,
14045,PAN BLANCO Y DE CAJA (PROMEDIO),50.38,260.71,1.66,11.06,
14046,"PAN DE CAJA BLANCO (BIMBO, WONDER, ETC.)",50.81,267.92,3.6,8.89,
14047,PAN DE CAJA INTEGRAL,47.66,252.97,3.72,9.6,
14048,"PAN DE CAJA LIGHT (BIMBO, WONDER, ETC.)",42.69,205.75,1.92,11.37,
14049,PAN DE CENTENO CON TRIGO (1/3 H. CENT. Y 2/3 H. TRIGO),47.5,250,3.1,8.7,
14050,"PAN DULCE DE PANADERIA (EXCEPTO FRITOS COMO DONA, CHURRO)",50.8,410,21.6,3.1,
14051,PAN DULCE INDUSTRIALIZADO (EXCEPTO FRITOS COMO DONAS Y CHURROS),51.58,381.76,16.5,6.33,
14052,PAN INTEGRAL DE TRIGO,47.66,252.97,3.5,9.6,
14053,PAN MOLIDO,74.84,321.56,1.07,10.31,
14054,PAN NEGRO DE CENTENO (SOLO CENTENO),51.5,242,0,9,
14055,PAN PARA HAMBURGUESA,53.75,283.75,4,8.75,
14056,"PAN PARA HOT DOG, MEDIAS NOCHES (BIMBO)",53.33,272.96,4.05,8.71,
14057,"PAN RELLENO DE QUESO CREMA, INDUSTRIALIZADO",40.35,386.86,22.77,5.78,
14058,PAN TOSTADO,73.8,387,6.5,8.4,
14059,"PAN TOSTADO INTEGRAL, INDUSTRIALIZADO (DE LINAZA, DOBLE FIBRA)",63.91,328.23,4.52,10.5,
14060,PANQUE DE MANTEQUILLA,50.2,344,13.8,4.8,
14061,PANQUE ENRIQUECIDO,57.11,386.1,14.79,6.03,
14062,PASTEL CON BETUN,56.2,391,17.91,2.99,
14063,PASTEL DE ANGEL,57.8,258,0.8,5.9,
14064,PASTEL DE CHOCOLATE CON BETUN DE CHOCOLATE,52.84,389,20.05,3.48,
14065,PASTEL DE CHOCOLATE SIN BETUN,53.4,371,15.1,5.3,
14066,PASTEL DE FRUTAS (FRUITCAKE),61.6,324,9.1,2.9,
14067,PASTEL DE VAINILLA SIN BETUN,53,361,14.6,5.3,
14068,"PASTEL PROMEDIO, REBANADA (TODOS SABORES: CHOCOLATE, TRES LECHES)",61,290,2.7,5.4,
14069,PASTELILLO INDUSTRIALIZADO Y DONA PROMEDIO,59.51,424.02,17.98,6.02,
14070,"PASTELILLO, CHOCORROLES MARINELA",57.5,350,12.5,5,
14071,"PASTELILLO, GANSITO MARINELA",58,400,23.4,4,
14072,"PASTELILLO, PINGUINOS MARINELA",60,400,15,5,
14073,"PASTELILLO, SUBMARINOS MARINELA",57.89,394.73,14.6,2.63,
14074,"PAY DE NUEZ (REBANADA), INDUSTRIALIZADO",59.61,407,16.69,4.5,
14075,"PAY DE PIÑA (REBANADA), INDUSTRIALIZADO",42.6,316,16.1,3,
14076,"PAY DE QUESO, REBANADA, INDUSTRIALIZADO",33.22,310.96,20.39,5.05,
14077,POLVORONES,69.01,549,28.17,4.23,
15000,CAMOTE (PROMEDIO),27.88,118,0.17,1.53,
15001,CAMOTE AMARILLO,20.12,86,0.05,1.57,
15002,CHINCHAYOTE O CUEZA,17.45,80,0.2,2,
15003,CURCUMA (YUQUILLA),10.3,58,0.02,4.13,
15004,HOJUELAS DE PAPA PARA PURE,84.14,375.63,0.2,9.24,
15005,MALANGA,25.4,119,0.2,3.88,
15006,ÑAME,17.47,79,0.05,2.18,
15007,PAPA (PROMEDIO),12.44,58,0.1,2.57,
15008,PAPA AMARILLA,19.8,87,0.1,1.7,
15009,PAPA DE AGUA,19,91,0.2,3.4,
15010,PAPA ROJA,15.9,70,0.14,1.89,
15011,PAPA VOLADORA,17.38,115,0.2,4.1,
15012,RAIZ DE CHAYOTE,17.45,80,0.2,2,
15013,SAGU,88.69,358,0.02,0.19,
15014,YUCA,38.06,160,0.28,1.36,
16000,ACEROLA,5,34.9,0.5,2.6,
16001,ANONA,25.2,101,0.6,1.7,
16002,ARANDANOS FRESCOS,10.9,47,0.2,0.42,
16003,BREVA,9.8,42,0.2,1.6,
16004,CAIMITO BLANCO,9.9,57,1.6,0.8,
16005,CAIMITO MORADO,11.5,58,0.9,2.9,
16006,CALABAZA MELON,11.5,66,0.9,2.9,
16007,CAÑA DE AZUCAR,17.2,75,0.5,0.5,
16008,CAPULIN,16.8,73,0,1.5,
16009,CARAMBOLO,6.73,31,0.33,1.04,
16010,CEREZA (ROJA),12.18,50,0.3,1,
16011,CHABACANO,11.12,48,0.39,1.4,
16012,CHICOZAPOTE,18,85,1.1,0.7,
16013,CHIRIMOYA,17.7,82.98,0.62,1.65,
16014,CIRICOTE,16.7,72.5,0.1,1.2,
16015,CIRUELA AMARILLA (CIRUELA JOBO O JUNDURA),19.14,79,0.4,2.12,
16016,"CIRUELA PASA EN PURE, INDUSTRIALIZADA",32.9,138,0.2,1.1,
16017,CIRUELA PASA ENTERA,89.07,339,0.73,3.7,
16018,CIRUELA ROJA,11.42,46,0.28,0.7,
16019,COCO (PULPA O COPRA),15.23,354,33.49,3.33,
16020,"COCO RALLADO, SECO",23.65,660,64.53,6.88,
16021,COCOYOL,22.3,192.9,8.9,5.9,
16022,COCTEL DE FRUTAS,13.53,53,0.26,0.7,
16023,"COCTEL DE FRUTAS EN ALMIBAR, INDUSTRIALIZADO",19.3,79.68,0.1,0.41,
16024,"COCTEL DE FRUTAS, INDUSTRIALIZADO",19.1,79,0.1,0.3,
16025,DATIL SECO SIN SEMILLA,75.03,282,0.39,2.45,
16026,DURAZNO AMARILLO,9.54,39,0.25,0.91,
16027,DURAZNO BLANCO,14,63,0.2,1.2,
16028,"DURAZNO EN ALMIBAR (SIN SEMILLA), INDUSTRIALIZADO",17.72,74.25,0.06,0.63,
16029,FRAMBUESA,8,35.6,0,0.9,
16030,FRESA,7.68,32,0.3,0.67,
16031,"FRESAS EN ALMIBAR, INDUSTRIALIZADAS",23.5,99,0.3,0.6,
16032,FRUTAS SECAS O DESHIDRATADAS,80.54,342.58,0.2,3.16,
16033,FRUTO DEL PAN,27.12,103,0.23,1.07,
16034,GARAMBULLO,16.3,82.6,1,2.1,
16035,GRANADA CHINA,22.3,104.3,0.7,2.2,
16036,GRANADA ROJA,18.7,83,1.17,1.67,
16037,GUANABANA CIMARRONA,16.84,66,0.3,1,
16038,GUAYA (PROMEDIO),11.8,55,0.1,1.8,
16039,GUAYABA AMARILLA (BLANCA),12.9,65,1,1.1,
16040,GUAYABA PROMEDIO,13.61,66.5,0.98,1.83,
16041,GUAYABA ROSA (MANZANA),14.32,68,0.95,2.55,
16042,HARINA DE COCO,53.33,333,20,13.33,
16043,HIGO,17.5,76.5,0.3,0.95,
16044,"HIGO EN ALMIBAR, INDUSTRIALIZADO",22.9,96,0.2,0.6,
16045,JICAMA,8.82,38,0.09,0.72,
16046,JINICUIL CRUDO (SEMILLAS),27,164,0.9,11.9,
16047,JIOTILLA,10.7,57.2,0.8,1.8,
16048,KIWI,14.66,61,0.52,1.14,
16049,LIMA,10.54,30,0.2,0.7,
16050,LIMON AGRIO,10.54,30,0.2,0.7,
16051,LIMON REAL,7.9,35.7,0.1,0.8,
16052,LITCHI,16.53,66,0.44,0.83,
16053,MAMEY,12.5,51,0.5,0.5,
16054,MANDARINA COMUN,13.34,53,0.31,0.81,
16055,MANDARINA REYNA O CHINA,13.34,53,0.31,0.81,
16056,MANGO (PROMEDIO),14.98,60,0.38,0.82,
16057,MANGO CRIOLLO,9,44.06,0.54,0.8,
16058,"MANGO EN ALMIBAR, INDUSTRIALIZADO",37.2,147.4,0.2,0.2,
16059,MANGO MANILA,11.1,48,0,0.8,
16060,MANGO PETACON,14.98,60,0.38,0.82,
16061,"MANZANA (TIPO GOLDEN DELICIOUS, RED DELICIOUS, GALA)",14.06,59,0.2,0.27,
16062,MANZANA CRIOLLA (ROJA O AMARILLA),13.81,52,0.17,0.26,
16063,"MANZANA EN ALMIBAR, INDUSTRIALIZADA",45,182,0.1,0.2,
16064,MANZANA RED DELICIOUS,13.81,52,0.17,0.26,
16065,MARACUYA,23.38,97,0.7,2.2,
16066,MARAÑON FRESCO,11.6,46,0.2,0.8,
16067,MELOCOTON (PRISCO),9.54,39,0.25,0.91,
16068,MELON CHINO (CANTALUPO),6.3,28.5,0.1,0.6,
16069,MELON PROMEDIO,7.7,32.25,0.12,0.57,
16070,MELON VALENCIANO,9.09,36,0.14,0.54,
16071,MEMBRILLO,6.3,27.7,0.1,0.4,
16072,NANCHE,6.4,46,1.3,2.1,
16073,NANCHE AGRIO,11.4,62,1.3,1.1,
16074,NARANJA AGRIA,13.4,65,0.6,1.5,
16075,NARANJA CAJERA,11.89,49,0.3,1.04,
16076,NARANJA CHINA,15.9,71,0.86,1.88,
16077,NARANJA PROMEDIO,11.75,47,0.12,0.94,
16078,NECTARINA,10.55,49.32,0.32,1.06,
16079,NISPERO,12.14,47,0.2,0.43,
16080,OTRA FRUTA (PROMEDIO),15.13,73.29,1.52,1.29,
16081,PAPAYA,9.81,42.58,0.1,0.61,
16082,PASAS GOLDEN,80.02,301,0.2,3.28,
16083,"PERA CRIOLLA, DURA",16.1,67,0.09,0.36,
16084,PERA MANTEQUILLA,15.01,63,0.16,0.39,
16085,"PERAS EN ALMIBAR, INDUSTRIALIZADAS",12.87,60.27,0,0.2,
16086,PERON,15,65.2,0.4,0.4,
16087,PERSIMON,18.59,70,0.19,0.58,
16088,PIÑA,13.12,50,0.12,0.54,
16089,"PIÑA EN ALMIBAR, INDUSTRIALIZADA",18.5,75.13,0.07,0.19,
16090,PITAHAYA,10.4,53,0.6,1.6,
16091,PLATANO (PROMEDIO),22.84,89,0.33,1.09,
16092,PLATANO DOMINICO,22.84,89,0.33,1.09,
16093,PLATANO MACHO,31.89,122,0.37,1.3,
16094,PLATANO MANZANO,22.84,89,0.33,1.09,
16095,PLATANO MORADO,20.8,92.6,0.2,1.9,
16096,PLATANO TABASCO,22.84,89,0.33,1.09,
16097,POMAROSA,16.4,69.8,0.2,0.6,
16098,POMELO,9.62,38,0.04,0.76,
16099,"PURE DE MANZANA,  INDUSTRIALIZADO",21.04,84.27,0.35,0.11,
16100,SANDIA (OVALADA),7.55,30,0.15,0.61,
16101,"SANDIA CRIOLLA (REDONDA, RAYADA)",7.55,30,0.15,0.61,
16102,SARAMUYO,16.3,76.3,0.3,2.1,
16103,TAMARINDO,62.5,239,0.6,2.8,
16104,TEJOCOTE,22,97,0.6,0.8,
16105,TORONJA,8.08,32,0.1,0.63,
16106,TUNA CARDONA,8.1,34.8,0,0.6,
16107,TUNA CON SEMILLA (PROMEDIO),9.57,41,0.51,0.73,
16108,UVA (TODOS TIPOS),18.1,69,0.16,0.72,
16109,UVA BLANCA,17.15,67,0.35,0.63,
16110,UVA NEGRA,13.93,57,0.47,0.81,
16111,XOCOYOL,6.6,28.1,0.1,0.2,
16112,ZAPOTE AMARILLO,20,89.3,0.5,1.2,
16113,ZAPOTE BLANCO,15.98,77.02,0.7,1.7,
16114,ZAPOTE BORRACHO,36.2,157.2,0.8,1.3,
16115,ZAPOTE NEGRO,14.5,62.1,0.1,0.8,
16116,ZARZAMORA,9.61,43,0.49,1.39,
17000,ACELGA,3.74,19,0.2,1.8,
17001,ACELGA COCIDA,4.13,20,0.08,1.88,
17002,AGUACATE (PROMEDIO),8.53,160,14.66,2,
17003,AGUACATE DE PELLEJO,3.7,135,12.7,1.4,
17004,"AGUACATE HASS (CALIFORNIA, NEGRO)",8.64,167,15.41,1.96,
17005,AGUACATE VERDE O FLORIDA,7.82,120,10.06,2.23,
17006,AJO,33.06,149,0.5,6.36,
17007,ALCACHOFA,10.51,47,0.15,3.27,
17008,ALFALFA,2.1,23,0.69,3.99,
17009,ALGA NORI,52.39,298,4.01,31.84,
17010,APIO,2.97,16,0.17,0.69,
17011,BERENJENA,5.88,25,0.18,0.98,
17012,BERRO,2.34,37,1.38,3.78,
17013,BETABEL,9.56,43,0.17,1.61,
17014,BETABEL COCIDO,9.96,44,0.18,1.68,
17015,BLEDOS,4.02,23,0.33,2.46,
17016,BROCOLI,6.64,34,0.37,2.82,
17017,BROCOLI COCIDO,7.18,35,0.41,2.38,
17018,CALABACITA ITALIANA,3.11,17,0.32,1.21,
17019,CALABAZA AMARILLA,8.7,40,0.5,2,
17020,CALABAZA CRIOLLA (VERDE),3.84,18,0.2,1.2,
17021,CALABAZA DE CASTILLA (MADURA),6.5,26,0.1,1,
17022,CEBOLLA BLANCA,9.34,40,0.1,1.1,
17023,CEBOLLA CAMBRAY,7.34,32,0.19,1.83,
17024,"CEBOLLA CAMBRAY EN VINAGRE, INDUSTRIALIZADA",7.15,34.33,0.17,1.05,
17025,CEBOLLA COCIDA,10.15,44,0.19,1.36,
17026,CEBOLLA MORADA,7.7,35,0.1,0.8,
17027,CEBOLLIN,4.35,30,0.73,3.27,
17028,CHAMPIÑONES COCIDOS,5.29,28,0.47,2.17,
17029,"CHAMPIÑONES EN VINAGRE, INDUSTRIALIZADOS",4,47,3,2,
17030,CHAMPIÑONES NATURALES,4.58,38,0.11,4.69,
17031,CHAYOTE (PROMEDIO),4.8,21.5,0.3,0.72,
17032,CHAYOTE COCIDO,5.09,24,0.48,0.62,
17033,CHAYOTE CON ESPINAS,6.3,32,0.3,1,
17034,CHAYOTE SIN ESPINAS,4.51,19,0.13,0.82,
17035,CHEPIL (CHIPILIN),7.5,63,0.6,6.9,
17036,CHICHARO,14.45,81,0.4,5.42,
17037,CHICHARO COCIDO,15.63,84,0.22,5.36,
17038,"CHICHARO, INDUSTRIALIZADO",14.04,112.04,0.84,7.42,
17039,CHILACAYOTE TIERNO,2.38,16,0.2,1.2,
17040,CHILE ANCHO SECO,50.32,335,9.75,11.5,
17041,CHILE CASCABEL SECO,33.98,255,6.42,15.4,
17042,CHILE CHILACA,7.35,38,0.27,1.5,
17043,"CHILE CHIPOTLE ADOBADO, INDUSTRIALIZADO",3.5,56,4,1.4,
17044,CHILE CHIPOTLE SECO,46.7,258,6.3,14.15,
17045,CHILE CRIOLLO Y CHILE DULCE,56.6,318,17.3,12,
17046,CHILE CRISTALINO,6.3,38,0.7,1.7,
17047,CHILE DE ARBOL SECO,48.1,288.54,4.9,12.19,
17048,CHILE FRESCO (PROMEDIO),10.49,61.5,2.05,2.57,
17049,CHILE GUAJILLO,36.9,275,8.6,12.6,
17050,CHILE HABANERO,5.3,37,0.8,2.2,
17051,CHILE JALAPENO,5.33,26,0.13,1,
17052,"CHILE JALAPEÑO EN ESCABECHE (ENTERO), INDUSTRIALIZADO",4.66,26.62,0.66,0.51,
17053,"CHILE JALAPEÑO EN ESCABECHE (RAJAS), INDUSTRIALIZADO",3.86,17.98,0.42,0.42,
17054,CHILE LARGO,2.56,23,0.21,2.68,
17055,"CHILE LARGO  EN ESCABECHE, INDUSTRIALIZADO",5,33,1,1,
17056,CHILE MANZANO,5.3,37,0.8,2.2,
17057,CHILE MORITA SECO,53.49,311,5.4,12.2,
17058,CHILE MULATO SECO,52.32,388,15.2,10.4,
17059,CHILE PASILLA SECO,35.32,371,19,14.6,
17060,CHILE PIMIENTO SIN SEMILLA,5.66,26,0.23,0.95,
17061,CHILE PIQUIN SECO,27.56,248,9.86,12.25,
17062,CHILE POBLANO,8.44,43,0.25,1.75,
17063,CHILE SECO PROMEDIO,52.89,312.8,7.35,11.51,
